dataset	genomeID	ST	country	continent
KlebAMRnet	SAMD00500136	ST3311-1LV	Japan	Asia
KlebAMRnet	SAMD00500138	ST219	Japan	Asia
KlebAMRnet	SAMD00500140	ST11	Japan	Asia
KlebAMRnet	SAMD00500144	ST147	Japan	Asia
KlebAMRnet	SAMD00500149	ST290	Japan	Asia
KlebAMRnet	SAMD00500150	ST25	Japan	Asia
KlebAMRnet	SAMD00500157	ST25	Japan	Asia
KlebAMRnet	SAMD00500161	ST25	Japan	Asia
KlebAMRnet	SAMD00500163	ST45	Japan	Asia
KlebAMRnet	SAMD00500164	ST25	Japan	Asia
KlebAMRnet	SAMD00500169	ST290	Japan	Asia
KlebAMRnet	SAMD00500170	ST29	Japan	Asia
KlebAMRnet	SAMD00500171	ST25	Japan	Asia
KlebAMRnet	SAMD00500172	ST25	Japan	Asia
KlebAMRnet	SAMD00500173	ST25	Japan	Asia
KlebAMRnet	SAMD00500174	ST29	Japan	Asia
KlebAMRnet	SAMD00500176	ST16	Japan	Asia
KlebAMRnet	SAMD00500178	ST25-1LV	Japan	Asia
KlebAMRnet	SAMD00500180	ST25	Japan	Asia
KlebAMRnet	SAMD00500183	ST25	Japan	Asia
KlebAMRnet	SAMD00500185	ST25	Japan	Asia
KlebAMRnet	SAMD00500188	ST290	Japan	Asia
KlebAMRnet	SAMD00500192	ST45	Japan	Asia
KlebAMRnet	SAMD00500194	ST290	Japan	Asia
KlebAMRnet	SAMD00500196	ST290	Japan	Asia
KlebAMRnet	SAMD00500197	ST25	Japan	Asia
KlebAMRnet	SAMD00500199	ST290	Japan	Asia
KlebAMRnet	SAMD00500200	ST290	Japan	Asia
KlebAMRnet	SAMD00500203	ST25	Japan	Asia
KlebAMRnet	SAMD00500204	ST35	Japan	Asia
KlebAMRnet	SAMD00500205	ST290	Japan	Asia
KlebAMRnet	SAMD00500206	ST290	Japan	Asia
KlebAMRnet	SAMD00500208	ST25	Japan	Asia
KlebAMRnet	SAMD00500210	ST290	Japan	Asia
KlebAMRnet	SAMD00500213	ST290	Japan	Asia
KlebAMRnet	SAMD00500215	ST25	Japan	Asia
KlebAMRnet	SAMD00500216	ST25-1LV	Japan	Asia
KlebAMRnet	SAMD00500217	ST29	Japan	Asia
KlebAMRnet	SAMD00500220	ST290	Japan	Asia
KlebAMRnet	SAMD00500221	ST290	Japan	Asia
KlebAMRnet	SAMD00500224	ST45	Japan	Asia
KlebAMRnet	SAMD00500231	ST37	Japan	Asia
KlebAMRnet	SAMD00500233	ST628	Japan	Asia
KlebAMRnet	SAMD00500243	ST307	Japan	Asia
KlebAMRnet	SAMD00500244	ST659-1LV	Japan	Asia
KlebAMRnet	SAMD00500247	ST399	Japan	Asia
KlebAMRnet	SAMD00500251	ST307	Japan	Asia
KlebAMRnet	SAMD00500256	ST399	Japan	Asia
KlebAMRnet	SAMD00500258	ST399	Japan	Asia
KlebAMRnet	SAMD00500259	ST1902	Japan	Asia
KlebAMRnet	SAMD00500262	ST399	Japan	Asia
KlebAMRnet	SAMD00500263	ST37	Japan	Asia
KlebAMRnet	SAMD00500270	ST307	Japan	Asia
KlebAMRnet	SAMD00500271	ST307	Japan	Asia
KlebAMRnet	SAMD00500272	ST307	Japan	Asia
KlebAMRnet	SAMD00500274	ST307	Japan	Asia
KlebAMRnet	SAMD00500276	ST15	Japan	Asia
KlebAMRnet	SAMD00500277	ST399	Japan	Asia
KlebAMRnet	SAMD00500279	ST399	Japan	Asia
KlebAMRnet	SAMD00500280	ST221	Japan	Asia
KlebAMRnet	SAMD00500281	ST399	Japan	Asia
KlebAMRnet	SAMD00500282	ST399	Japan	Asia
KlebAMRnet	SAMD00500283	ST399	Japan	Asia
KlebAMRnet	SAMD00500284	ST399	Japan	Asia
KlebAMRnet	SAMD00500286	ST307	Japan	Asia
KlebAMRnet	SAMD00500287	ST399	Japan	Asia
KlebAMRnet	SAMD00500291	ST133	Japan	Asia
KlebAMRnet	SAMD00500293	ST584	Japan	Asia
KlebAMRnet	SAMD00500297	ST25	Japan	Asia
KlebAMRnet	SAMD00500301	ST353	Japan	Asia
KlebAMRnet	SAMD00500309	ST25	Japan	Asia
KlebAMRnet	SAMD00500311	ST25	Japan	Asia
KlebAMRnet	SAMD00500321	ST716	Japan	Asia
KlebAMRnet	SAMD00500322	ST12	Japan	Asia
KlebAMRnet	SAMD00500329	ST716	Japan	Asia
KlebAMRnet	SAMD00500334	ST45	Japan	Asia
KlebAMRnet	SAMD00500335	ST12	Japan	Asia
KlebAMRnet	SAMD00500344	ST86	Japan	Asia
KlebAMRnet	SAMD00500345	ST742	Japan	Asia
KlebAMRnet	SAMD00500358	ST219	Japan	Asia
KlebAMRnet	SAMD00500364	ST45	Japan	Asia
KlebAMRnet	SAMD00500368	ST2791	Japan	Asia
KlebAMRnet	SAMD00500369	ST307	Japan	Asia
KlebAMRnet	SAMD00500370	ST742	Japan	Asia
KlebAMRnet	SAMD00500372	ST17	Japan	Asia
KlebAMRnet	SAMD00500378	ST268	Japan	Asia
KlebAMRnet	SAMD00500382	ST307	Japan	Asia
KlebAMRnet	SAMD00500390	ST307	Japan	Asia
KlebAMRnet	SAMD00500391	ST290	Japan	Asia
KlebAMRnet	SAMD00500397	ST25	Japan	Asia
KlebAMRnet	SAMD00500406	ST375	Japan	Asia
KlebAMRnet	SAMD00500419	ST405	Japan	Asia
KlebAMRnet	SAMD00500420	ST789	Japan	Asia
KlebAMRnet	SAMD00500425	ST45	Japan	Asia
KlebAMRnet	SAMD00500427	ST65	Japan	Asia
KlebAMRnet	SAMD00500429	ST15	Japan	Asia
KlebAMRnet	SAMD00500434	ST466	Japan	Asia
KlebAMRnet	SAMD00500441	ST186	Japan	Asia
KlebAMRnet	SAMD00500445	ST5576	Japan	Asia
KlebAMRnet	SAMD00500463	ST14	Japan	Asia
KlebAMRnet	SAMD00500465	ST466	Japan	Asia
KlebAMRnet	SAMD00500471	ST45	Japan	Asia
KlebAMRnet	SAMD00500479	ST280	Japan	Asia
KlebAMRnet	SAMD00500481	ST219	Japan	Asia
KlebAMRnet	SAMD00500486	ST307	Japan	Asia
KlebAMRnet	SAMD00500489	ST5576	Japan	Asia
KlebAMRnet	SAMD00500490	ST2349	Japan	Asia
KlebAMRnet	SAMD00500491	ST307	Japan	Asia
KlebAMRnet	SAMD00500502	ST86	Japan	Asia
KlebAMRnet	SAMD00500504	ST280	Japan	Asia
KlebAMRnet	SAMD00500510	ST86	Japan	Asia
KlebAMRnet	SAMD00500514	ST17	Japan	Asia
KlebAMRnet	SAMD00500517	ST307	Japan	Asia
KlebAMRnet	SAMD00500521	ST45	Japan	Asia
KlebAMRnet	SAMD00500522	ST86	Japan	Asia
KlebAMRnet	SAMD00500525	ST36	Japan	Asia
KlebAMRnet	SAMD00500526	ST1228	Japan	Asia
KlebAMRnet	SAMD00500527	ST22	Japan	Asia
KlebAMRnet	SAMD00500528	ST86	Japan	Asia
KlebAMRnet	SAMD00500529	ST25	Japan	Asia
KlebAMRnet	SAMD00500538	ST585	Japan	Asia
KlebAMRnet	SAMD00500542	ST307	Japan	Asia
KlebAMRnet	SAMD00500551	ST6296	Japan	Asia
KlebAMRnet	SAMD00500558	ST495	Japan	Asia
KlebAMRnet	SAMD00500559	ST17	Japan	Asia
KlebAMRnet	SAMD00500565	ST25	Japan	Asia
KlebAMRnet	SAMD00500566	ST234	Japan	Asia
KlebAMRnet	SAMD00500570	ST16	Japan	Asia
KlebAMRnet	SAMD00500580	ST25	Japan	Asia
KlebAMRnet	SAMD00500583	ST29	Japan	Asia
KlebAMRnet	SAMD00500587	ST17	Japan	Asia
KlebAMRnet	SAMD00500592	ST742	Japan	Asia
KlebAMRnet	SAMD00500594	ST37	Japan	Asia
KlebAMRnet	SAMD00500601	ST37	Japan	Asia
KlebAMRnet	SAMD00500607	ST25	Japan	Asia
KlebAMRnet	SAMD00500608	ST186	Japan	Asia
KlebAMRnet	SAMD00500615	ST186	Japan	Asia
KlebAMRnet	SAMD00500616	ST742	Japan	Asia
KlebAMRnet	SAMD00500619	ST1758	Japan	Asia
KlebAMRnet	SAMD00500631	ST25	Japan	Asia
KlebAMRnet	SAMD00500632	ST290	Japan	Asia
KlebAMRnet	SAMD00500639	ST25	Japan	Asia
KlebAMRnet	SAMD00500640	ST896	Japan	Asia
KlebAMRnet	SAMD00500641	ST20	Japan	Asia
KlebAMRnet	SAMD00500647	ST29	Japan	Asia
KlebAMRnet	SAMD00500649	ST29	Japan	Asia
KlebAMRnet	SAMD00500650	ST200	Japan	Asia
KlebAMRnet	SAMD00500651	ST29	Japan	Asia
KlebAMRnet	SAMD00500653	ST659	Japan	Asia
KlebAMRnet	SAMD00500656	ST3157	Japan	Asia
KlebAMRnet	SAMD00500661	ST25	Japan	Asia
KlebAMRnet	SAMD00500662	ST25	Japan	Asia
KlebAMRnet	SAMD00500666	ST45	Japan	Asia
KlebAMRnet	SAMD00500674	ST101	Japan	Asia
KlebAMRnet	SAMD00500676	ST147	Japan	Asia
KlebAMRnet	SAMD00500680	ST105	Japan	Asia
KlebAMRnet	SAMD00500693	ST25	Japan	Asia
KlebAMRnet	SAMD00500696	ST449	Japan	Asia
KlebAMRnet	SAMD00500699	ST25	Japan	Asia
KlebAMRnet	SAMD00500701	ST1569	Japan	Asia
KlebAMRnet	SAMD00500704	ST65	Japan	Asia
KlebAMRnet	SAMD00500705	ST45	Japan	Asia
KlebAMRnet	SAMD00500713	ST268	Japan	Asia
KlebAMRnet	SAMD00500714	ST268	Japan	Asia
KlebAMRnet	SAMD00500718	ST587	Japan	Asia
KlebAMRnet	SAMD00500724	ST307	Japan	Asia
KlebAMRnet	SAMD00500726	ST5576	Japan	Asia
KlebAMRnet	SAMD00500727	ST449	Japan	Asia
KlebAMRnet	SAMD00500728	ST1569	Japan	Asia
KlebAMRnet	SAMD00500732	ST45	Japan	Asia
KlebAMRnet	SAMD00500738	ST225	Japan	Asia
KlebAMRnet	SAMD00500754	ST25	Japan	Asia
KlebAMRnet	SAMD00500756	ST14	Japan	Asia
KlebAMRnet	SAMD00500759	ST5112	Japan	Asia
KlebAMRnet	SAMD00500761	ST13	Japan	Asia
KlebAMRnet	SAMD00500762	ST105	Japan	Asia
KlebAMRnet	SAMD00500764	ST2674	Japan	Asia
KlebAMRnet	SAMD00500770	ST25	Japan	Asia
KlebAMRnet	SAMD00500778	ST36	Japan	Asia
KlebAMRnet	SAMD00500785	ST23	Japan	Asia
KlebAMRnet	SAMD00500787	ST15	Japan	Asia
KlebAMRnet	SAMD00500790	ST15	Japan	Asia
KlebAMRnet	SAMD00500791	ST15	Japan	Asia
KlebAMRnet	SAMD00500793	ST661	Japan	Asia
KlebAMRnet	SAMD00500795	ST15	Japan	Asia
KlebAMRnet	SAMD00500801	ST872-1LV	Japan	Asia
KlebAMRnet	SAMD00500805	ST6576	Japan	Asia
KlebAMRnet	SAMD00500807	ST307	Japan	Asia
KlebAMRnet	SAMD00500812	ST307	Japan	Asia
KlebAMRnet	SAMD00500819	ST45	Japan	Asia
KlebAMRnet	SAMD00500820	ST307	Japan	Asia
KlebAMRnet	SAMD00500821	ST14	Japan	Asia
KlebAMRnet	SAMD00500827	ST449	Japan	Asia
KlebAMRnet	SAMD00500828	ST14	Japan	Asia
KlebAMRnet	SAMD00500836	ST307	Japan	Asia
KlebAMRnet	SAMD00500837	ST25	Japan	Asia
KlebAMRnet	SAMD00500842	ST43	Japan	Asia
KlebAMRnet	SAMD00500846	ST15	Japan	Asia
KlebAMRnet	SAMD00500849	ST14	Japan	Asia
KlebAMRnet	SAMD00500854	ST628	Japan	Asia
KlebAMRnet	SAMD00500862	ST65	Japan	Asia
KlebAMRnet	SAMD00500866	ST307	Japan	Asia
KlebAMRnet	SAMD00500868	ST870	Japan	Asia
KlebAMRnet	SAMD00500870	ST280	Japan	Asia
KlebAMRnet	SAMD00500873	ST25	Japan	Asia
KlebAMRnet	SAMD00500876	ST25	Japan	Asia
KlebAMRnet	SAMD00500878	ST307	Japan	Asia
KlebAMRnet	SAMD00500879	ST25	Japan	Asia
KlebAMRnet	SAMD00500881	ST268	Japan	Asia
KlebAMRnet	SAMD00500884	ST896	Japan	Asia
KlebAMRnet	SAMD00500891	ST307	Japan	Asia
KlebAMRnet	SAMD00500894	ST449	Japan	Asia
KlebAMRnet	SAMD00500899	ST35	Japan	Asia
KlebAMRnet	SAMD00500902	ST5576	Japan	Asia
KlebAMRnet	SAMD00500903	ST461	Japan	Asia
KlebAMRnet	SAMD00500908	ST323	Japan	Asia
KlebAMRnet	SAMD00500913	ST716	Japan	Asia
KlebAMRnet	SAMD00500914	ST3675	Japan	Asia
KlebAMRnet	SAMD00500915	ST5583-1LV	Japan	Asia
KlebAMRnet	SAMD00500920	ST2384	Japan	Asia
KlebAMRnet	SAMD00500927	ST25	Japan	Asia
KlebAMRnet	SAMD00500945	ST268	Japan	Asia
KlebAMRnet	SAMD00500946	ST48	Japan	Asia
KlebAMRnet	SAMD00500949	ST268	Japan	Asia
KlebAMRnet	SAMD00500968	ST5105-2LV	Japan	Asia
KlebAMRnet	SAMD00500970	ST218	Japan	Asia
KlebAMRnet	SAMD00500971	ST13	Japan	Asia
KlebAMRnet	SAMD00500972	ST218	Japan	Asia
KlebAMRnet	SAMD00500973	ST35	Japan	Asia
KlebAMRnet	SAMD00500975	ST48	Japan	Asia
KlebAMRnet	SAMD00500976	ST515	Japan	Asia
KlebAMRnet	SAMD00500977	ST45	Japan	Asia
KlebAMRnet	SAMD00500978	ST307	Japan	Asia
KlebAMRnet	SAMD00500979	ST268	Japan	Asia
KlebAMRnet	SAMD00500980	ST2264	Japan	Asia
KlebAMRnet	SAMD00500981	ST29	Japan	Asia
KlebAMRnet	SAMD00500982	ST37	Japan	Asia
KlebAMRnet	SAMD00500983	ST29	Japan	Asia
KlebAMRnet	SAMD00500984	ST29	Japan	Asia
KlebAMRnet	SAMD00500987	ST307	Japan	Asia
KlebAMRnet	SAMD00500989	ST45	Japan	Asia
KlebAMRnet	SAMD00500990	ST29	Japan	Asia
KlebAMRnet	SAMD00500991	ST268	Japan	Asia
KlebAMRnet	SAMD00500992	ST17	Japan	Asia
KlebAMRnet	SAMD00500993	ST101	Japan	Asia
KlebAMRnet	SAMD00500999	ST307	Japan	Asia
KlebAMRnet	SAMD00501001	ST307	Japan	Asia
KlebAMRnet	SAMD00501012	ST268	Japan	Asia
KlebAMRnet	SAMD00501019	ST25	Japan	Asia
KlebAMRnet	SAMD00501030	ST35	Japan	Asia
KlebAMRnet	SAMD00501036	ST37	Japan	Asia
KlebAMRnet	SAMD00501043	ST273	Japan	Asia
KlebAMRnet	SAMD00501044	ST340	Japan	Asia
KlebAMRnet	SAMD00501045	ST964	Japan	Asia
KlebAMRnet	SAMD00501050	ST37	Japan	Asia
KlebAMRnet	SAMD00501053	ST4925	Japan	Asia
KlebAMRnet	SAMD00501056	ST20	Japan	Asia
KlebAMRnet	SAMD00501058	ST268-1LV	Japan	Asia
KlebAMRnet	SAMD00501061	ST105	Japan	Asia
KlebAMRnet	SAMD00501064	ST23-1LV	Japan	Asia
KlebAMRnet	SAMD00501065	ST268-1LV	Japan	Asia
KlebAMRnet	SAMD00501066	ST35	Japan	Asia
KlebAMRnet	SAMD00501072	ST25	Japan	Asia
KlebAMRnet	SAMD00501077	ST25	Japan	Asia
KlebAMRnet	SAMD00501088	ST268	Japan	Asia
KlebAMRnet	SAMD00501089	ST1616	Japan	Asia
KlebAMRnet	SAMD00501090	ST6772	Japan	Asia
KlebAMRnet	SAMD00501091	ST268	Japan	Asia
KlebAMRnet	SAMD00501092	ST659	Japan	Asia
KlebAMRnet	SAMD00501093	ST517	Japan	Asia
KlebAMRnet	SAMD00501094	ST268	Japan	Asia
KlebAMRnet	SAMD00501095	ST25	Japan	Asia
KlebAMRnet	SAMD00501100	ST48	Japan	Asia
KlebAMRnet	SAMD00501101	ST268	Japan	Asia
KlebAMRnet	SAMD00501105	ST29	Japan	Asia
KlebAMRnet	SAMD00501109	ST469	Japan	Asia
KlebAMRnet	SAMD00501113	ST584	Japan	Asia
KlebAMRnet	SAMD00501127	ST723	Japan	Asia
KlebAMRnet	SAMD00501142	ST219	Japan	Asia
KlebAMRnet	SAMD00501146	ST219	Japan	Asia
KlebAMRnet	SAMD00501151	ST45	Japan	Asia
KlebAMRnet	SAMD00501152	ST5069	Japan	Asia
KlebAMRnet	SAMD00501154	ST1754	Japan	Asia
KlebAMRnet	SAMD00501157	ST45	Japan	Asia
KlebAMRnet	SAMD00501169	ST280	Japan	Asia
KlebAMRnet	SAMD00501171	ST36	Japan	Asia
KlebAMRnet	SAMD00501179	ST34	Japan	Asia
KlebAMRnet	SAMD00501190	ST722	Japan	Asia
KlebAMRnet	SAMD00501191	ST466	Japan	Asia
KlebAMRnet	SAMD00501198	ST219-1LV	Japan	Asia
KlebAMRnet	SAMD00501204	ST873	Japan	Asia
KlebAMRnet	SAMD00501221	ST466	Japan	Asia
KlebAMRnet	SAMD00501222	ST466	Japan	Asia
KlebAMRnet	SAMD00501223	ST307	Japan	Asia
KlebAMRnet	SAMD00501244	ST290	Japan	Asia
KlebAMRnet	SAMD00501246	ST466	Japan	Asia
KlebAMRnet	SAMD00501254	ST268	Japan	Asia
KlebAMRnet	SAMD00501279	ST449	Japan	Asia
KlebAMRnet	SAMD00501281	ST280	Japan	Asia
KlebAMRnet	SAMD00501283	ST412	Japan	Asia
KlebAMRnet	SAMD00501298	ST896	Japan	Asia
KlebAMRnet	SAMD00501306	ST3409	Japan	Asia
KlebAMRnet	SAMD00501309	ST723	Japan	Asia
KlebAMRnet	SAMD00501310	ST23	Japan	Asia
KlebAMRnet	SAMD00501316	ST12	Japan	Asia
KlebAMRnet	SAMD00501317	ST307	Japan	Asia
KlebAMRnet	SAMD00501318	ST247	Japan	Asia
KlebAMRnet	SAMD00501319	ST12	Japan	Asia
KlebAMRnet	SAMD00501320	ST37	Japan	Asia
KlebAMRnet	SAMD00501333	ST1798	Japan	Asia
KlebAMRnet	SAMD00501336	ST37	Japan	Asia
KlebAMRnet	SAMD00501347	ST2702	Japan	Asia
KlebAMRnet	SAMD00501354	ST1886	Japan	Asia
KlebAMRnet	SAMD00501356	ST307	Japan	Asia
KlebAMRnet	SAMD00501358	ST322	Japan	Asia
KlebAMRnet	SAMD00501360	ST45	Japan	Asia
KlebAMRnet	SAMD00501370	ST1764	Japan	Asia
KlebAMRnet	SAMD00501400	ST307	Japan	Asia
KlebAMRnet	SAMD00501402	ST35	Japan	Asia
KlebAMRnet	SAMD00501403	ST307	Japan	Asia
KlebAMRnet	SAMD00501404	ST307	Japan	Asia
KlebAMRnet	SAMD00501408	ST45	Japan	Asia
KlebAMRnet	SAMD00501413	ST219	Japan	Asia
KlebAMRnet	SAMD00501414	ST268	Japan	Asia
KlebAMRnet	SAMD00501423	ST290	Japan	Asia
KlebAMRnet	SAMD00501437	ST29	Japan	Asia
KlebAMRnet	SAMD00501452	ST290	Japan	Asia
KlebAMRnet	SAMD00501457	ST307	Japan	Asia
KlebAMRnet	SAMD00501458	ST268	Japan	Asia
KlebAMRnet	SAMD00501459	ST45	Japan	Asia
KlebAMRnet	SAMD00501461	ST992-2LV	Japan	Asia
KlebAMRnet	SAMD00501463	ST1192	Japan	Asia
KlebAMRnet	SAMD00501465	ST268	Japan	Asia
KlebAMRnet	SAMD00501466	ST76	Japan	Asia
KlebAMRnet	SAMD00501471	ST869	Japan	Asia
KlebAMRnet	SAMD00501472	ST40	Japan	Asia
KlebAMRnet	SAMD00501480	ST985	Japan	Asia
KlebAMRnet	SAMD00501483	ST15	Japan	Asia
KlebAMRnet	SAMD00501493	ST37	Japan	Asia
KlebAMRnet	SAMD00501505	ST2943	Japan	Asia
KlebAMRnet	SAMD00501512	ST268	Japan	Asia
KlebAMRnet	SAMD00501517	ST268	Japan	Asia
KlebAMRnet	SAMD00501526	ST896	Japan	Asia
KlebAMRnet	SAMD00501533	ST36	Japan	Asia
KlebAMRnet	SAMD00501554	ST412	Japan	Asia
KlebAMRnet	SAMD00501568	ST23	Japan	Asia
KlebAMRnet	SAMD00501591	ST105	Japan	Asia
KlebAMRnet	SAMD00501599	ST290	Japan	Asia
KlebAMRnet	SAMD00501601	ST280	Japan	Asia
KlebAMRnet	SAMD00501607	ST116	Japan	Asia
KlebAMRnet	SAMD00501639	ST5259	Japan	Asia
KlebAMRnet	SAMD00501651	ST3069	Japan	Asia
KlebAMRnet	SAMD00501667	ST23	Japan	Asia
KlebAMRnet	SAMD00501676	ST280	Japan	Asia
KlebAMRnet	SAMD00501679	ST35	Japan	Asia
KlebAMRnet	SAMD00501695	ST280	Japan	Asia
KlebAMRnet	SAMD00501699	ST1419	Japan	Asia
KlebAMRnet	SAMD00501706	ST528	Japan	Asia
KlebAMRnet	SAMD00501711	ST16	Japan	Asia
KlebAMRnet	SAMD00501717	ST25	Japan	Asia
KlebAMRnet	SAMD00501720	ST280	Japan	Asia
KlebAMRnet	SAMD00501727	ST827	Japan	Asia
KlebAMRnet	SAMD00501728	ST896	Japan	Asia
KlebAMRnet	SAMD00501734	ST896	Japan	Asia
KlebAMRnet	SAMD00501735	ST280	Japan	Asia
KlebAMRnet	SAMD00501744	ST1419	Japan	Asia
KlebAMRnet	SAMD00501775	ST873	Japan	Asia
KlebAMRnet	SAMD00501776	ST873	Japan	Asia
KlebAMRnet	SAMD00501780	ST791	Japan	Asia
KlebAMRnet	SAMD00501787	ST1926	Japan	Asia
KlebAMRnet	SAMD00501808	ST1738	Japan	Asia
KlebAMRnet	SAMD00501834	ST359	Japan	Asia
KlebAMRnet	SAMD00501837	ST23	Japan	Asia
KlebAMRnet	SAMD00501851	ST29	Japan	Asia
KlebAMRnet	SAMD00501868	ST774	Japan	Asia
KlebAMRnet	SAMD00501876	ST268	Japan	Asia
KlebAMRnet	SAMD00501887	ST4976	Japan	Asia
KlebAMRnet	SAMD00501891	ST6150-1LV	Japan	Asia
KlebAMRnet	SAMD00501900	ST25	Japan	Asia
KlebAMRnet	SAMD00501901	ST11	Japan	Asia
KlebAMRnet	SAMD00501902	ST35	Japan	Asia
KlebAMRnet	SAMD00501923	ST1135	Japan	Asia
KlebAMRnet	SAMD00501936	ST792	Japan	Asia
KlebAMRnet	SAMD00501937	ST3113	Japan	Asia
KlebAMRnet	SAMD00501941	ST15	Japan	Asia
KlebAMRnet	SAMD00501949	ST12	Japan	Asia
KlebAMRnet	SAMD00501950	ST12	Japan	Asia
KlebAMRnet	SAMD00501953	ST23	Japan	Asia
KlebAMRnet	SAMD00501958	ST20	Japan	Asia
KlebAMRnet	SAMD00501960	ST753	Japan	Asia
KlebAMRnet	SAMD00501969	ST610	Japan	Asia
KlebAMRnet	SAMD00501976	ST1228	Japan	Asia
KlebAMRnet	SAMD00501988	ST2715	Japan	Asia
KlebAMRnet	SAMD00501989	ST268	Japan	Asia
KlebAMRnet	SAMD00501995	ST25	Japan	Asia
KlebAMRnet	SAMD00501996	ST268	Japan	Asia
KlebAMRnet	SAMD00502000	ST2426	Japan	Asia
KlebAMRnet	SAMD00502005	ST35	Japan	Asia
KlebAMRnet	SAMD00502009	ST268	Japan	Asia
KlebAMRnet	SAMD00502010	ST22-1LV	Japan	Asia
KlebAMRnet	SAMD00502015	ST11	Japan	Asia
KlebAMRnet	SAMD00502018	ST25	Japan	Asia
KlebAMRnet	SAMD00502020	ST15	Japan	Asia
KlebAMRnet	SAMD00502025	ST25	Japan	Asia
KlebAMRnet	SAMD00502035	ST1135	Japan	Asia
KlebAMRnet	SAMD00502040	ST268	Japan	Asia
KlebAMRnet	SAMD00502042	ST11	Japan	Asia
KlebAMRnet	SAMD00502044	ST2264	Japan	Asia
KlebAMRnet	SAMD00502045	ST20	Japan	Asia
KlebAMRnet	SAMD00502046	ST520	Japan	Asia
KlebAMRnet	SAMD00502047	ST219	Japan	Asia
KlebAMRnet	SAMD00502048	ST219	Japan	Asia
KlebAMRnet	SAMD00502049	ST268	Japan	Asia
KlebAMRnet	SAMD00502071	ST869	Japan	Asia
KlebAMRnet	SAMD00502078	ST147	Japan	Asia
KlebAMRnet	SAMD00502079	ST11	Japan	Asia
KlebAMRnet	SAMD00502084	ST25	Japan	Asia
KlebAMRnet	SAMD00502092	ST29	Japan	Asia
KlebAMRnet	SAMD00502094	ST20-1LV	Japan	Asia
KlebAMRnet	SAMD00502097	ST461	Japan	Asia
KlebAMRnet	SAMD00502101	ST20	Japan	Asia
KlebAMRnet	SAMD00502105	ST36	Japan	Asia
KlebAMRnet	SAMD00502109	ST1015	Japan	Asia
KlebAMRnet	SAMD00502113	ST2264	Japan	Asia
KlebAMRnet	SAMD00502118	ST268	Japan	Asia
KlebAMRnet	SAMD00502120	ST268	Japan	Asia
KlebAMRnet	SAMD00502123	ST20	Japan	Asia
KlebAMRnet	SAMD00502126	ST25	Japan	Asia
KlebAMRnet	SAMD00502127	ST521	Japan	Asia
KlebAMRnet	SAMD00502128	ST268	Japan	Asia
KlebAMRnet	SAMD00502129	ST268	Japan	Asia
KlebAMRnet	SAMD00502130	ST268	Japan	Asia
KlebAMRnet	SAMD00502141	ST14	Japan	Asia
KlebAMRnet	SAMD00502142	ST412	Japan	Asia
KlebAMRnet	SAMD00502151	ST34	Japan	Asia
KlebAMRnet	SAMD00502157	ST268	Japan	Asia
KlebAMRnet	SAMD00502162	ST806	Japan	Asia
KlebAMRnet	SAMD00502166	ST17	Japan	Asia
KlebAMRnet	SAMD00502169	ST6150	Japan	Asia
KlebAMRnet	SAMD00502180	ST86	Japan	Asia
KlebAMRnet	SAMD00502181	ST896	Japan	Asia
KlebAMRnet	SAMD00502182	ST35	Japan	Asia
KlebAMRnet	SAMD00502184	ST268	Japan	Asia
KlebAMRnet	SAMD00502187	ST25	Japan	Asia
KlebAMRnet	SAMD00502194	ST12	Japan	Asia
KlebAMRnet	SAMD00502196	ST6810	Japan	Asia
KlebAMRnet	SAMD00502208	ST45	Japan	Asia
KlebAMRnet	SAMD00502214	ST268	Japan	Asia
KlebAMRnet	SAMD00502215	ST323	Japan	Asia
KlebAMRnet	SAMD00502219	ST268	Japan	Asia
KlebAMRnet	SAMD00502220	ST45	Japan	Asia
KlebAMRnet	SAMD00502221	ST101	Japan	Asia
KlebAMRnet	SAMD00502226	ST86	Japan	Asia
KlebAMRnet	SAMD00502227	ST219	Japan	Asia
KlebAMRnet	SAMD00502245	ST1691	Japan	Asia
KlebAMRnet	SAMD00502255	ST1691	Japan	Asia
KlebAMRnet	SAMD00502258	ST12	Japan	Asia
KlebAMRnet	SAMD00502266	ST35	Japan	Asia
KlebAMRnet	SAMD00502271	ST1564	Japan	Asia
KlebAMRnet	SAMD00502274	ST1564	Japan	Asia
KlebAMRnet	SAMD00502282	ST25	Japan	Asia
KlebAMRnet	SAMD00502284	ST18	Japan	Asia
KlebAMRnet	SAMD00502285	ST37	Japan	Asia
KlebAMRnet	SAMD00502291	ST268	Japan	Asia
KlebAMRnet	SAMD00502294	ST4337	Japan	Asia
KlebAMRnet	SAMD00502298	ST2264	Japan	Asia
KlebAMRnet	SAMD00502309	ST45	Japan	Asia
KlebAMRnet	SAMD00502310	ST1809	Japan	Asia
KlebAMRnet	SAMD00502312	ST661	Japan	Asia
KlebAMRnet	SAMD00502314	ST45	Japan	Asia
KlebAMRnet	SAMD00502320	ST268	Japan	Asia
KlebAMRnet	SAMD00502325	ST17	Japan	Asia
KlebAMRnet	SAMD00502356	ST37	Japan	Asia
KlebAMRnet	SAMD00502366	ST37	Japan	Asia
KlebAMRnet	SAMD00502368	ST37	Japan	Asia
KlebAMRnet	SAMD00502375	ST280	Japan	Asia
KlebAMRnet	SAMD00502378	ST17	Japan	Asia
KlebAMRnet	SAMD00502379	ST1948	Japan	Asia
