query	target	evalue	pident	bitscore	qlen	qstart	qend	slen	sstart	send	qcov	scov	query-target	coverage	coverage_interval	pident_interval	interaction
32_1344_72_HOST_KL64	120_PC0449_KL3	3.94e-85	33.577	278.0	698.0	1.0	633.0	736.0	1.0	660.0	0.91	0.9	120_PC0449_KL3-32_1344_72_HOST_KL64	90.0	high (80-100)		A
32_1344_72_HOST_KL64	137_PC1397_KL24	1.37e-26	24.631	108.0	698.0	140.0	697.0	707.0	121.0	707.0	0.8	0.83	137_PC1397_KL24-32_1344_72_HOST_KL64	80.0	high (80-100)		A
32_1344_72_HOST_KL64	136_PC0406_KL24	1.0000000000000001e-21	25.586	93.6	698.0	136.0	651.0	803.0	217.0	735.0	0.74	0.65	136_PC0406_KL24-32_1344_72_HOST_KL64	65.0	medium (50-80)		A
36_1855_60_HOST_KL25	131_PC0692_KL111	0.0	96.819	988.0	503.0	1.0	503.0	634.0	132.0	634.0	1.0	0.79	131_PC0692_KL111-36_1855_60_HOST_KL25	79.0	medium (50-80)		A
36_1855_60_HOST_KL25	57_184_43_KL111	0.0	95.427	959.0	503.0	1.0	503.0	639.0	137.0	639.0	1.0	0.79	36_1855_60_HOST_KL25-57_184_43_KL111	79.0	medium (50-80)		A
36_1855_60_HOST_KL25	124_PC1605_KL25	0.0	82.704	822.0	503.0	1.0	503.0	803.0	303.0	803.0	1.0	0.62	124_PC1605_KL25-36_1855_60_HOST_KL25	62.0	medium (50-80)		A
36_1855_60_HOST_KL25	138_PC0538_KL25	1.13e-79	37.263	253.0	503.0	24.0	494.0	574.0	102.0	565.0	0.94	0.81	138_PC0538_KL25-36_1855_60_HOST_KL25	81.0	high (80-100)		A
36_1855_60_HOST_KL25	135_PC1712_KL22	1.2299999999999998e-68	33.592	225.0	503.0	1.0	496.0	603.0	95.0	597.0	0.99	0.83	135_PC1712_KL22-36_1855_60_HOST_KL25	83.0	high (80-100)		A
36_1855_60_HOST_KL25	87_YP_009153199_1_KL25	8.419999999999999e-68	33.13	222.0	503.0	14.0	500.0	584.0	102.0	581.0	0.97	0.82	36_1855_60_HOST_KL25-87_YP_009153199_1_KL25	82.0	high (80-100)		A
37_1630_70_HOST_KL10	122_PC0844_KL10	0.0	100.0	1921.0	929.0	1.0	929.0	929.0	1.0	929.0	1.0	1.0	122_PC0844_KL10-37_1630_70_HOST_KL10	100.0	high (80-100)		A
37_1630_70_HOST_KL10	58_145_08_HOST_KL10	0.0	92.657	1760.0	929.0	4.0	929.0	935.0	12.0	935.0	1.0	0.99	37_1630_70_HOST_KL10-58_145_08_HOST_KL10	99.0	high (80-100)		A
37_1630_70_HOST_KL10	132_PC0551_KL7	0.0	43.316	652.0	929.0	4.0	928.0	927.0	12.0	926.0	1.0	0.99	132_PC0551_KL7-37_1630_70_HOST_KL10	99.0	high (80-100)		A
39_1631_52_HOST_KL10	40_738_68_KL143	0.0	82.06	1028.0	822.0	221.0	822.0	742.0	141.0	742.0	0.73	0.81	39_1631_52_HOST_KL10-40_738_68_KL143	73.0	medium (50-80)		A
41_1849_60_HOST_KL36	42_1850_66_HOST_KL36	0.0	93.219	1847.0	1007.0	20.0	1007.0	984.0	17.0	982.0	0.98	0.98	41_1849_60_HOST_KL36-42_1850_66_HOST_KL36	98.0	high (80-100)		A
43_1248_57_KL23	45_1441_47_KL23	0.0	98.58	1442.0	704.0	1.0	704.0	704.0	1.0	704.0	1.0	1.0	43_1248_57_KL23-45_1441_47_KL23	100.0	high (80-100)		A
43_1248_57_KL23	47_1921_77_HOST_KL9	0.0	93.669	1358.0	704.0	10.0	704.0	701.0	7.0	701.0	0.99	0.99	43_1248_57_KL23-47_1921_77_HOST_KL9	99.0	high (80-100)		A
43_1248_57_KL23	44_1409_59_KL23	0.0	90.794	1175.0	704.0	78.0	704.0	852.0	228.0	852.0	0.89	0.73	43_1248_57_KL23-44_1409_59_KL23	73.0	medium (50-80)		A
43_1248_57_KL23	46_873_60_HOST_KL28	0.0	100.0	1145.0	704.0	151.0	704.0	554.0	1.0	554.0	0.79	1.0	43_1248_57_KL23-46_873_60_HOST_KL28	79.0	medium (50-80)		A
43_1248_57_KL23	86_QIW88225_1_KL23	4.1999999999999994e-170	48.664	495.0	704.0	191.0	704.0	607.0	88.0	607.0	0.73	0.86	43_1248_57_KL23-86_QIW88225_1_KL23	73.0	medium (50-80)		A
43_1248_57_KL23	85_QOI68577_1_KL23	1.1100000000000001e-144	45.524	428.0	704.0	191.0	704.0	555.0	39.0	555.0	0.73	0.93	43_1248_57_KL23-85_QOI68577_1_KL23	73.0	medium (50-80)		A
44_1409_59_KL23	45_1441_47_KL23	0.0	89.841	1167.0	852.0	228.0	852.0	704.0	78.0	704.0	0.73	0.89	44_1409_59_KL23-45_1441_47_KL23	73.0	medium (50-80)		A
44_1409_59_KL23	47_1921_77_HOST_KL9	0.0	87.302	1142.0	852.0	228.0	852.0	701.0	75.0	701.0	0.73	0.89	44_1409_59_KL23-47_1921_77_HOST_KL9	73.0	medium (50-80)		A
44_1409_59_KL23	46_873_60_HOST_KL28	0.0	98.736	1139.0	852.0	299.0	852.0	554.0	1.0	554.0	0.65	1.0	44_1409_59_KL23-46_873_60_HOST_KL28	65.0	medium (50-80)		A
44_1409_59_KL23	86_QIW88225_1_KL23	2e-167	48.282	493.0	852.0	339.0	852.0	607.0	88.0	607.0	0.6	0.86	44_1409_59_KL23-86_QIW88225_1_KL23	60.0	medium (50-80)		A
44_1409_59_KL23	85_QOI68577_1_KL23	1.04e-141	44.952	425.0	852.0	339.0	852.0	555.0	39.0	555.0	0.6	0.93	44_1409_59_KL23-85_QOI68577_1_KL23	60.0	medium (50-80)		A
45_1441_47_KL23	47_1921_77_HOST_KL9	0.0	93.957	1362.0	704.0	10.0	704.0	701.0	7.0	701.0	0.99	0.99	45_1441_47_KL23-47_1921_77_HOST_KL9	99.0	high (80-100)		A
45_1441_47_KL23	46_873_60_HOST_KL28	0.0	98.195	1131.0	704.0	151.0	704.0	554.0	1.0	554.0	0.79	1.0	45_1441_47_KL23-46_873_60_HOST_KL28	79.0	medium (50-80)		A
45_1441_47_KL23	86_QIW88225_1_KL23	4.48e-171	48.473	498.0	704.0	191.0	704.0	607.0	88.0	607.0	0.73	0.86	45_1441_47_KL23-86_QIW88225_1_KL23	73.0	medium (50-80)		A
45_1441_47_KL23	85_QOI68577_1_KL23	2.08e-146	45.905	432.0	704.0	191.0	704.0	555.0	39.0	555.0	0.73	0.93	45_1441_47_KL23-85_QOI68577_1_KL23	73.0	medium (50-80)		A
46_873_60_HOST_KL28	47_1921_77_HOST_KL9	0.0	95.307	1107.0	554.0	1.0	554.0	701.0	148.0	701.0	1.0	0.79	46_873_60_HOST_KL28-47_1921_77_HOST_KL9	79.0	medium (50-80)		A
46_873_60_HOST_KL28	86_QIW88225_1_KL23	6.67e-172	48.664	494.0	554.0	41.0	554.0	607.0	88.0	607.0	0.93	0.86	46_873_60_HOST_KL28-86_QIW88225_1_KL23	86.0	high (80-100)		A
46_873_60_HOST_KL28	85_QOI68577_1_KL23	1.31e-146	45.524	427.0	554.0	41.0	554.0	555.0	39.0	555.0	0.93	0.93	46_873_60_HOST_KL28-85_QOI68577_1_KL23	93.0	high (80-100)		A
47_1921_77_HOST_KL9	86_QIW88225_1_KL23	6.89e-172	48.473	499.0	701.0	188.0	701.0	607.0	88.0	607.0	0.73	0.86	47_1921_77_HOST_KL9-86_QIW88225_1_KL23	73.0	medium (50-80)		A
47_1921_77_HOST_KL9	85_QOI68577_1_KL23	1.6199999999999999e-147	45.524	435.0	701.0	188.0	701.0	555.0	39.0	555.0	0.73	0.93	47_1921_77_HOST_KL9-85_QOI68577_1_KL23	73.0	medium (50-80)		A
49_453_72_HOST_KL14	123_PC0367_KL14	0.0	95.407	1474.0	762.0	1.0	762.0	762.0	1.0	762.0	1.0	1.0	123_PC0367_KL14-49_453_72_HOST_KL14	100.0	high (80-100)		A
49_453_72_HOST_KL14	50_454_56_HOST_KL14	0.0	88.177	1247.0	762.0	63.0	762.0	826.0	125.0	826.0	0.92	0.85	49_453_72_HOST_KL14-50_454_56_HOST_KL14	85.0	high (80-100)		A
49_453_72_HOST_KL14	55_021_14_HOST_KL14	0.0	67.258	952.0	762.0	32.0	761.0	719.0	36.0	719.0	0.96	0.95	49_453_72_HOST_KL14-55_021_14_HOST_KL14	95.0	high (80-100)		A
50_454_56_HOST_KL14	123_PC0367_KL14	0.0	88.746	1255.0	826.0	125.0	826.0	762.0	63.0	762.0	0.85	0.92	123_PC0367_KL14-50_454_56_HOST_KL14	85.0	high (80-100)		A
50_454_56_HOST_KL14	55_021_14_HOST_KL14	0.0	67.177	937.0	826.0	108.0	825.0	719.0	44.0	719.0	0.87	0.94	50_454_56_HOST_KL14-55_021_14_HOST_KL14	87.0	high (80-100)		A
51_0367_12_KL62	129_PC0619_KL62	0.0	100.0	1703.0	851.0	15.0	851.0	837.0	1.0	837.0	0.98	1.0	129_PC0619_KL62-51_0367_12_KL62	98.0	high (80-100)		A
51_0367_12_KL62	53_0391_11_KL62	0.0	88.902	1460.0	851.0	15.0	851.0	839.0	2.0	839.0	0.98	1.0	51_0367_12_KL62-53_0391_11_KL62	98.0	high (80-100)		A
52_0574_17_KL14	133_PC1103_KL14	0.0	100.0	1803.0	873.0	2.0	873.0	872.0	1.0	872.0	1.0	1.0	133_PC1103_KL14-52_0574_17_KL14	100.0	high (80-100)		A
52_0574_17_KL14	61_0540_48_HOST_KL14	0.0	95.183	1706.0	873.0	2.0	873.0	872.0	1.0	872.0	1.0	1.0	52_0574_17_KL14-61_0540_48_HOST_KL14	100.0	high (80-100)		A
52_0574_17_KL14	105_QOV05454_1_KL64	8.18e-73	29.858	253.0	873.0	64.0	806.0	1017.0	188.0	943.0	0.85	0.74	105_QOV05454_1_KL64-52_0574_17_KL14	74.0	medium (50-80)		A
52_0574_17_KL14	106_YP_009797016_1_KL64	2.59e-72	29.73	251.0	873.0	64.0	806.0	1017.0	188.0	943.0	0.85	0.74	106_YP_009797016_1_KL64-52_0574_17_KL14	74.0	medium (50-80)		A
52_0574_17_KL14	141_PC1375_KL64	5.800000000000001e-70	28.88	244.0	873.0	129.0	871.0	1050.0	291.0	1050.0	0.85	0.72	141_PC1375_KL64-52_0574_17_KL14	72.0	medium (50-80)		A
52_0574_17_KL14	104_YP_009153202_1_KL64	2.2299999999999997e-68	26.884	239.0	873.0	114.0	871.0	996.0	230.0	996.0	0.87	0.77	104_YP_009153202_1_KL64-52_0574_17_KL14	77.0	medium (50-80)		A
53_0391_11_KL62	129_PC0619_KL62	0.0	88.902	1462.0	839.0	2.0	839.0	837.0	1.0	837.0	1.0	1.0	129_PC0619_KL62-53_0391_11_KL62	100.0	high (80-100)		A
54_0496_72_KL122	142_PC1357_KL122	0.0	100.0	1993.0	968.0	2.0	968.0	967.0	1.0	967.0	1.0	1.0	142_PC1357_KL122-54_0496_72_KL122	100.0	high (80-100)		A
54_0496_72_KL122	91_YP_009153200_1_KL35	9.48e-69	27.873	239.0	968.0	236.0	967.0	779.0	98.0	770.0	0.76	0.86	54_0496_72_KL122-91_YP_009153200_1_KL35	76.0	medium (50-80)		A
55_021_14_HOST_KL14	123_PC0367_KL14	0.0	65.621	932.0	719.0	36.0	719.0	762.0	32.0	761.0	0.95	0.96	123_PC0367_KL14-55_021_14_HOST_KL14	95.0	high (80-100)		A
56_391_03_KL3	120_PC0449_KL3	0.0	97.962	1486.0	736.0	1.0	736.0	736.0	1.0	736.0	1.0	1.0	120_PC0449_KL3-56_391_03_KL3	100.0	high (80-100)		A
56_391_03_KL3	137_PC1397_KL24	1.2e-94	33.333	303.0	736.0	121.0	736.0	707.0	98.0	707.0	0.84	0.86	137_PC1397_KL24-56_391_03_KL3	84.0	high (80-100)		A
56_391_03_KL3	136_PC0406_KL24	4.16e-94	35.927	304.0	736.0	151.0	736.0	803.0	221.0	803.0	0.8	0.73	136_PC0406_KL24-56_391_03_KL3	73.0	medium (50-80)		A
56_391_03_KL3	125_PC0279_KL28	1.05e-92	34.493	298.0	736.0	1.0	671.0	698.0	1.0	641.0	0.91	0.92	125_PC0279_KL28-56_391_03_KL3	91.0	high (80-100)		A
57_184_43_KL111	131_PC0692_KL111	0.0	81.534	1020.0	639.0	1.0	639.0	634.0	1.0	634.0	1.0	1.0	131_PC0692_KL111-57_184_43_KL111	100.0	high (80-100)		A
57_184_43_KL111	124_PC1605_KL25	0.0	75.253	867.0	639.0	50.0	639.0	803.0	214.0	803.0	0.92	0.73	124_PC1605_KL25-57_184_43_KL111	73.0	medium (50-80)		A
57_184_43_KL111	138_PC0538_KL25	1.14e-88	34.335	281.0	639.0	3.0	630.0	574.0	2.0	565.0	0.98	0.98	138_PC0538_KL25-57_184_43_KL111	98.0	high (80-100)		A
57_184_43_KL111	135_PC1712_KL22	7.65e-71	34.644	234.0	639.0	118.0	632.0	603.0	79.0	597.0	0.81	0.86	135_PC1712_KL22-57_184_43_KL111	81.0	high (80-100)		A
57_184_43_KL111	87_YP_009153199_1_KL25	3.49e-65	32.317	219.0	639.0	150.0	636.0	584.0	102.0	581.0	0.76	0.82	57_184_43_KL111-87_YP_009153199_1_KL25	76.0	medium (50-80)		A
58_145_08_HOST_KL10	122_PC0844_KL10	0.0	92.657	1760.0	935.0	12.0	935.0	929.0	4.0	929.0	0.99	1.0	122_PC0844_KL10-58_145_08_HOST_KL10	99.0	high (80-100)		A
58_145_08_HOST_KL10	132_PC0551_KL7	0.0	49.156	803.0	935.0	1.0	934.0	927.0	1.0	926.0	1.0	1.0	132_PC0551_KL7-58_145_08_HOST_KL10	100.0	high (80-100)		A
61_0540_48_HOST_KL14	133_PC1103_KL14	0.0	95.183	1707.0	872.0	1.0	872.0	872.0	1.0	872.0	1.0	1.0	133_PC1103_KL14-61_0540_48_HOST_KL14	100.0	high (80-100)		A
61_0540_48_HOST_KL14	105_QOV05454_1_KL64	7.1e-71	28.995	247.0	872.0	63.0	805.0	1017.0	188.0	943.0	0.85	0.74	105_QOV05454_1_KL64-61_0540_48_HOST_KL14	74.0	medium (50-80)		A
61_0540_48_HOST_KL14	141_PC1375_KL64	4.1000000000000004e-70	28.645	245.0	872.0	128.0	870.0	1050.0	291.0	1050.0	0.85	0.72	141_PC1375_KL64-61_0540_48_HOST_KL14	72.0	medium (50-80)		A
61_0540_48_HOST_KL14	104_YP_009153202_1_KL64	1e-69	28.191	243.0	872.0	113.0	794.0	996.0	230.0	916.0	0.78	0.69	104_YP_009153202_1_KL64-61_0540_48_HOST_KL14	69.0	medium (50-80)		A
61_0540_48_HOST_KL14	106_YP_009797016_1_KL64	1.5599999999999998e-69	28.737	243.0	872.0	63.0	805.0	1017.0	188.0	943.0	0.85	0.74	106_YP_009797016_1_KL64-61_0540_48_HOST_KL14	74.0	medium (50-80)		A
62_YP_009302756_1_KL1	63_YP_009098385_1_KL1	0.0	98.157	1313.0	651.0	1.0	651.0	651.0	1.0	651.0	1.0	1.0	62_YP_009302756_1_KL1-63_YP_009098385_1_KL1	100.0	high (80-100)		A
62_YP_009302756_1_KL1	116_REC_005_PROTEIN_56_KL1	0.0	95.238	1274.0	651.0	1.0	651.0	651.0	1.0	651.0	1.0	1.0	116_REC_005_PROTEIN_56_KL1-62_YP_009302756_1_KL1	100.0	high (80-100)		A
62_YP_009302756_1_KL1	65_YP_009153201_1_KL1	5.59e-101	33.17	322.0	651.0	46.0	651.0	888.0	301.0	888.0	0.93	0.66	62_YP_009302756_1_KL1-65_YP_009153201_1_KL1	66.0	medium (50-80)		A
63_YP_009098385_1_KL1	116_REC_005_PROTEIN_56_KL1	0.0	96.16	1285.0	651.0	1.0	651.0	651.0	1.0	651.0	1.0	1.0	116_REC_005_PROTEIN_56_KL1-63_YP_009098385_1_KL1	100.0	high (80-100)		A
63_YP_009098385_1_KL1	65_YP_009153201_1_KL1	6.99e-103	33.497	327.0	651.0	46.0	651.0	888.0	301.0	888.0	0.93	0.66	63_YP_009098385_1_KL1-65_YP_009153201_1_KL1	66.0	medium (50-80)		A
65_YP_009153201_1_KL1	116_REC_005_PROTEIN_56_KL1	5.55e-103	32.977	328.0	888.0	263.0	888.0	651.0	12.0	651.0	0.7	0.98	116_REC_005_PROTEIN_56_KL1-65_YP_009153201_1_KL1	70.0	medium (50-80)		A
66_ATS92567_1_KL2	67_UPW42650_1_KL2	6.86e-126	45.122	385.0	668.0	180.0	667.0	763.0	282.0	762.0	0.73	0.63	66_ATS92567_1_KL2-67_UPW42650_1_KL2	63.0	medium (50-80)		A
66_ATS92567_1_KL2	71_APZ82768_1_KL13/KL2	1.1e-44	27.692	162.0	668.0	157.0	666.0	577.0	67.0	574.0	0.76	0.88	66_ATS92567_1_KL2-71_APZ82768_1_KL13/KL2	76.0	medium (50-80)		A
66_ATS92567_1_KL2	72_QJI52632_KL13/KL2	1.32e-44	27.692	162.0	668.0	157.0	666.0	577.0	67.0	574.0	0.76	0.88	66_ATS92567_1_KL2-72_QJI52632_KL13/KL2	76.0	medium (50-80)		A
66_ATS92567_1_KL2	118_REC_015_PROTEIN_54_KL2	6.69e-44	27.308	160.0	668.0	157.0	666.0	577.0	67.0	574.0	0.76	0.88	118_REC_015_PROTEIN_54_KL2-66_ATS92567_1_KL2	76.0	medium (50-80)		A
67_UPW42650_1_KL2	72_QJI52632_KL13/KL2	6.16e-53	29.101	187.0	763.0	211.0	763.0	577.0	20.0	576.0	0.72	0.97	67_UPW42650_1_KL2-72_QJI52632_KL13/KL2	72.0	medium (50-80)		A
67_UPW42650_1_KL2	71_APZ82768_1_KL13/KL2	1.41e-52	29.453	186.0	763.0	211.0	763.0	577.0	20.0	576.0	0.72	0.97	67_UPW42650_1_KL2-71_APZ82768_1_KL13/KL2	72.0	medium (50-80)		A
67_UPW42650_1_KL2	118_REC_015_PROTEIN_54_KL2	8.05e-52	28.799	184.0	763.0	211.0	763.0	577.0	20.0	576.0	0.72	0.97	118_REC_015_PROTEIN_54_KL2-67_UPW42650_1_KL2	72.0	medium (50-80)		A
68_UPW42726_1_KL2	73_QTP95996_1_KL13/KL2	0.0	99.449	1865.0	907.0	1.0	907.0	907.0	1.0	907.0	1.0	1.0	68_UPW42726_1_KL2-73_QTP95996_1_KL13/KL2	100.0	high (80-100)		A
68_UPW42726_1_KL2	70_YP_009820105_1_KL2	0.0	99.118	1858.0	907.0	1.0	907.0	907.0	1.0	907.0	1.0	1.0	68_UPW42726_1_KL2-70_YP_009820105_1_KL2	100.0	high (80-100)		A
68_UPW42726_1_KL2	69_QUU29414_1_KL2	0.0	98.346	1844.0	907.0	1.0	907.0	907.0	1.0	907.0	1.0	1.0	68_UPW42726_1_KL2-69_QUU29414_1_KL2	100.0	high (80-100)		A
69_QUU29414_1_KL2	70_YP_009820105_1_KL2	0.0	98.567	1847.0	907.0	1.0	907.0	907.0	1.0	907.0	1.0	1.0	69_QUU29414_1_KL2-70_YP_009820105_1_KL2	100.0	high (80-100)		A
69_QUU29414_1_KL2	73_QTP95996_1_KL13/KL2	0.0	98.236	1843.0	907.0	1.0	907.0	907.0	1.0	907.0	1.0	1.0	69_QUU29414_1_KL2-73_QTP95996_1_KL13/KL2	100.0	high (80-100)		A
70_YP_009820105_1_KL2	73_QTP95996_1_KL13/KL2	0.0	99.228	1859.0	907.0	1.0	907.0	907.0	1.0	907.0	1.0	1.0	70_YP_009820105_1_KL2-73_QTP95996_1_KL13/KL2	100.0	high (80-100)		A
71_APZ82768_1_KL13/KL2	118_REC_015_PROTEIN_54_KL2	0.0	98.614	1164.0	577.0	1.0	577.0	577.0	1.0	577.0	1.0	1.0	118_REC_015_PROTEIN_54_KL2-71_APZ82768_1_KL13/KL2	100.0	high (80-100)		A
71_APZ82768_1_KL13/KL2	72_QJI52632_KL13/KL2	0.0	97.227	1148.0	577.0	1.0	577.0	577.0	1.0	577.0	1.0	1.0	71_APZ82768_1_KL13/KL2-72_QJI52632_KL13/KL2	100.0	high (80-100)		A
72_QJI52632_KL13/KL2	118_REC_015_PROTEIN_54_KL2	0.0	97.574	1154.0	577.0	1.0	577.0	577.0	1.0	577.0	1.0	1.0	118_REC_015_PROTEIN_54_KL2-72_QJI52632_KL13/KL2	100.0	high (80-100)		A
74_YP_003347555_1_KL3	121_PC0537_KL3	8.23e-52	29.91	189.0	869.0	290.0	835.0	913.0	298.0	813.0	0.63	0.57	121_PC0537_KL3-74_YP_003347555_1_KL3	56.99999999999999	medium (50-80)		A
74_YP_003347555_1_KL3	77_UCR74082_1_KL7	1.23e-41	27.258	158.0	869.0	289.0	838.0	1180.0	505.0	1093.0	0.63	0.5	74_YP_003347555_1_KL3-77_UCR74082_1_KL7	50.0	medium (50-80)		A
75_APZ82848_1_KL5	76_WNO47121_1_KL5	5.4e-109	34.058	343.0	684.0	5.0	684.0	857.0	184.0	856.0	0.99	0.79	75_APZ82848_1_KL5-76_WNO47121_1_KL5	79.0	medium (50-80)		A
77_UCR74082_1_KL7	121_PC0537_KL3	8.620000000000001e-26	23.246	108.0	1180.0	480.0	1176.0	913.0	275.0	912.0	0.59	0.7	121_PC0537_KL3-77_UCR74082_1_KL7	59.0	medium (50-80)		A
82_YP_009198669_1_KL21	83_YP_003347556_1_KL21	0.0	86.609	1040.0	575.0	1.0	575.0	576.0	2.0	576.0	1.0	1.0	82_YP_009198669_1_KL21-83_YP_003347556_1_KL21	100.0	high (80-100)		A
82_YP_009198669_1_KL21	84_YP_009153196_1_KL21	1.26e-120	38.393	365.0	575.0	28.0	574.0	651.0	95.0	650.0	0.95	0.85	82_YP_009198669_1_KL21-84_YP_009153196_1_KL21	85.0	high (80-100)		A
83_YP_003347556_1_KL21	84_YP_009153196_1_KL21	7.1800000000000006e-124	39.286	373.0	576.0	29.0	575.0	651.0	95.0	650.0	0.95	0.85	83_YP_003347556_1_KL21-84_YP_009153196_1_KL21	85.0	high (80-100)		A
85_QOI68577_1_KL23	86_QIW88225_1_KL23	0.0	65.938	768.0	555.0	11.0	555.0	607.0	60.0	607.0	0.98	0.9	85_QOI68577_1_KL23-86_QIW88225_1_KL23	90.0	high (80-100)		A
87_YP_009153199_1_KL25	138_PC0538_KL25	3.4100000000000003e-97	35.642	302.0	584.0	103.0	582.0	574.0	92.0	572.0	0.82	0.84	138_PC0538_KL25-87_YP_009153199_1_KL25	82.0	high (80-100)		A
87_YP_009153199_1_KL25	135_PC1712_KL22	1.93e-85	34.325	272.0	584.0	94.0	582.0	603.0	100.0	602.0	0.84	0.83	135_PC1712_KL22-87_YP_009153199_1_KL25	83.0	high (80-100)		A
87_YP_009153199_1_KL25	131_PC0692_KL111	1.63e-63	33.191	214.0	584.0	102.0	559.0	634.0	145.0	609.0	0.78	0.73	131_PC0692_KL111-87_YP_009153199_1_KL25	73.0	medium (50-80)		A
87_YP_009153199_1_KL25	124_PC1605_KL25	1.9000000000000002e-57	32.051	200.0	584.0	102.0	559.0	803.0	316.0	778.0	0.78	0.58	124_PC1605_KL25-87_YP_009153199_1_KL25	57.99999999999999	medium (50-80)		A
88_UCR74083_1_KL27	109_BAN78446_1_KN2	0.0	39.895	783.0	1294.0	1.0	1292.0	1245.0	1.0	1245.0	1.0	1.0	109_BAN78446_1_KN2-88_UCR74083_1_KL27	100.0	high (80-100)		A
88_UCR74083_1_KL27	126_PC0854_KL38	0.0	36.636	593.0	1294.0	190.0	1267.0	1258.0	172.0	1234.0	0.83	0.84	126_PC0854_KL38-88_UCR74083_1_KL27	83.0	high (80-100)		A
89_YP_009153203_1_KL30/KL69	90_APZ82804_1_KL30/KL69	1.54e-162	49.546	484.0	767.0	224.0	767.0	792.0	245.0	792.0	0.71	0.69	89_YP_009153203_1_KL30/KL69-90_APZ82804_1_KL30/KL69	69.0	medium (50-80)		A
89_YP_009153203_1_KL30/KL69	139_PC0827_KL30	5.74e-23	24.954	98.2	767.0	15.0	534.0	870.0	92.0	611.0	0.68	0.6	139_PC0827_KL30-89_YP_009153203_1_KL30/KL69	60.0	medium (50-80)		A
90_APZ82804_1_KL30/KL69	139_PC0827_KL30	7.51e-19	27.601	85.1	792.0	252.0	685.0	870.0	313.0	752.0	0.55	0.51	139_PC0827_KL30-90_APZ82804_1_KL30/KL69	51.0	medium (50-80)		A
91_YP_009153200_1_KL35	142_PC1357_KL122	2.2199999999999998e-67	27.345	234.0	779.0	98.0	770.0	967.0	235.0	966.0	0.86	0.76	142_PC1357_KL122-91_YP_009153200_1_KL35	76.0	medium (50-80)		A
92_ALT58498_1_KL47	94_QOV05502_1_KL47	0.0	98.908	1284.0	641.0	1.0	641.0	641.0	1.0	641.0	1.0	1.0	92_ALT58498_1_KL47-94_QOV05502_1_KL47	100.0	high (80-100)		A
93_ALT58497_1_KL47	95_QDF14644_1_KL47	0.0	98.361	1590.0	793.0	1.0	793.0	793.0	1.0	793.0	1.0	1.0	93_ALT58497_1_KL47-95_QDF14644_1_KL47	100.0	high (80-100)		A
93_ALT58497_1_KL47	110_BBF66867_1_KN3	2.5800000000000002e-169	55.6	503.0	793.0	1.0	496.0	792.0	1.0	459.0	0.63	0.58	110_BBF66867_1_KN3-93_ALT58497_1_KL47	57.99999999999999	medium (50-80)		A
97_BBF66868_1_KL56	130_PC0772_KL64	3.69e-38	26.054	145.0	678.0	36.0	675.0	880.0	225.0	868.0	0.94	0.73	130_PC0772_KL64-97_BBF66868_1_KL56	73.0	medium (50-80)		A
97_BBF66868_1_KL56	127_PC0871_KL60	8.050000000000001e-21	26.702	90.5	678.0	35.0	398.0	652.0	7.0	366.0	0.54	0.55	127_PC0871_KL60-97_BBF66868_1_KL56	54.0	medium (50-80)		A
98_QTH79846_1_KL57	99_ATI16495_1_KL57	0.0	89.347	1079.0	614.0	32.0	613.0	721.0	147.0	721.0	0.95	0.8	98_QTH79846_1_KL57-99_ATI16495_1_KL57	80.0	high (80-100)		A
98_QTH79846_1_KL57	100_AOZ65519_1_KL57	0.0	55.929	630.0	614.0	53.0	612.0	843.0	291.0	843.0	0.91	0.66	100_AOZ65519_1_KL57-98_QTH79846_1_KL57	66.0	medium (50-80)		A
99_ATI16495_1_KL57	100_AOZ65519_1_KL57	0.0	55.424	644.0	721.0	144.0	720.0	843.0	263.0	843.0	0.8	0.69	100_AOZ65519_1_KL57-99_ATI16495_1_KL57	69.0	medium (50-80)		A
101_WOK01638_1_KL62	129_PC0619_KL62	0.0	69.746	583.0	692.0	143.0	568.0	837.0	202.0	634.0	0.62	0.52	101_WOK01638_1_KL62-129_PC0619_KL62	52.0	medium (50-80)		A
101_WOK01638_1_KL62	128_PC0671_KL62	8.660000000000001e-157	47.758	457.0	692.0	182.0	691.0	516.0	2.0	514.0	0.74	0.99	101_WOK01638_1_KL62-128_PC0671_KL62	74.0	medium (50-80)		A
102_YP_003347651_1_KL63	103_YP_009226011_1_KL63	1.09e-148	42.419	446.0	630.0	34.0	629.0	883.0	268.0	882.0	0.95	0.7	102_YP_003347651_1_KL63-103_YP_009226011_1_KL63	70.0	medium (50-80)		A
104_YP_009153202_1_KL64	141_PC1375_KL64	0.0	56.201	882.0	996.0	245.0	996.0	1050.0	295.0	1050.0	0.76	0.72	104_YP_009153202_1_KL64-141_PC1375_KL64	72.0	medium (50-80)		A
104_YP_009153202_1_KL64	106_YP_009797016_1_KL64	0.0	47.334	691.0	996.0	234.0	995.0	1017.0	248.0	1015.0	0.77	0.76	104_YP_009153202_1_KL64-106_YP_009797016_1_KL64	76.0	medium (50-80)		A
104_YP_009153202_1_KL64	105_QOV05454_1_KL64	0.0	47.204	689.0	996.0	234.0	995.0	1017.0	248.0	1015.0	0.77	0.76	104_YP_009153202_1_KL64-105_QOV05454_1_KL64	76.0	medium (50-80)		A
